userId,movieId,rating
18,887,4.5
18,276,3.0
18,729,4.5
18,90,3.5
18,286,3.0
18,632,3.0
18,270,3.0
18,621,4.0
18,1119,4.5
18,1144,4.0
18,55,2.0
18,870,3.5
18,523,4.0
18,1049,4.5
18,445,4.0
18,981,4.0
18,683,4.0
18,763,5.0
18,1064,4.0
18,490,3.5
18,1116,4.0
18,264,3.5
18,717,4.5
18,480,4.0
18,7,4.0
18,497,4.0
18,645,4.5
18,120,4.5
18,453,4.5
18,435,4.0
18,730,4.0
18,391,5.0
18,836,5.0
18,933,4.5
18,68,4.5
18,81,3.5
18,102,5.0
18,861,4.5
18,946,4.5
18,830,4.5
18,1142,4.0
18,628,4.5
18,31,5.0
18,65,4.5
18,949,4.5
18,826,4.5
18,446,4.5
18,96,4.0
18,63,4.0
18,602,4.0
18,505,4.5
18,461,4.0
18,384,4.0
18,605,4.0
18,367,3.5
18,437,4.0
18,299,4.0
18,1052,4.5
18,956,3.5
18,380,4.0
18,167,4.5
18,1042,3.5
18,155,3.0
18,714,4.0
18,652,2.5
18,884,3.5
18,308,3.5
18,877,3.5
18,788,3.0
18,416,4.0
18,303,3.5
18,115,3.5
18,747,3.5
18,982,3.0
18,567,4.0
18,970,4.0
18,400,4.0
18,144,4.5
18,275,3.5
18,22,3.5
18,473,4.0
18,961,3.0
18,359,3.5
18,439,2.5
18,338,4.0
18,564,4.0
18,620,4.0
18,513,3.5
18,646,3.5
18,577,3.5
18,910,3.0
18,1039,4.0
18,599,4.0
18,1097,3.5
18,226,4.0
18,998,3.0
18,300,3.5
18,1086,4.0
18,243,3.5
18,1115,4.0
18,317,4.5
18,959,4.0
18,443,4.0
18,58,3.5
18,635,3.0
18,249,3.0
18,1030,4.0
18,449,3.0
18,897,3.0
18,950,3.0
18,44,3.5
18,810,4.5
18,873,4.5
18,793,2.5
18,1045,3.0
18,966,3.5
18,934,4.5
18,947,3.5
18,889,4.5
18,963,3.0
18,902,4.5
18,153,4.0
18,1089,4.5
18,1000,4.0
18,709,4.0
18,259,3.0
18,1134,3.0
18,1091,4.5
18,1053,4.0
18,735,4.5
18,583,4.5
18,533,3.5
18,862,3.5
18,1004,2.0
18,693,4.0
18,106,4.0
18,614,4.5
18,1110,2.5
18,753,4.0
18,1036,4.5
18,916,4.5
18,865,4.0
18,829,4.0
18,978,4.0
18,1105,4.0
18,422,4.0
18,327,3.0
18,91,3.0
18,530,3.0
18,604,4.0
18,48,3.5
18,1143,4.0
18,1024,4.0
18,47,4.5
18,691,4.5
18,608,4.5
18,885,4.5
18,59,4.0
18,101,3.5
18,779,4.0
18,1140,4.0
18,972,4.0
18,1080,2.5
18,267,4.0
18,666,3.0
18,622,3.5
18,1037,4.0
18,578,3.5
18,971,4.0
18,283,3.5
18,684,3.5
18,205,2.5
18,569,3.5
18,1027,4.0
18,654,4.0
18,196,4.5
18,937,3.0
18,132,4.5
18,1023,4.0
18,737,3.5
18,202,3.5
18,757,4.0
18,1135,3.0
18,824,4.5
18,1128,3.0
18,682,4.5
18,924,2.0
18,468,3.0
18,1025,4.0
18,728,4.5
18,111,3.5
18,252,4.0
18,197,3.5
18,492,0.5
18,45,3.0
18,864,3.5
18,330,4.5
18,510,4.5
18,703,4.5
18,56,3.0
18,707,3.0
18,888,2.5
18,522,3.0
18,841,4.0
18,3,3.5
18,1126,3.5
18,414,3.5
18,86,4.5
18,641,4.0
18,687,3.5
18,265,3.0
18,62,3.5
18,348,2.5
18,199,3.5
18,840,4.0
18,116,4.0
18,311,3.5
18,1108,4.0
18,1,3.5
18,1168,4.0
18,279,3.5
18,235,3.0
18,506,3.5
18,436,3.5
18,1133,2.5
18,631,4.5
18,1173,3.5
18,988,3.5
18,576,4.5
18,110,4.0
18,764,4.0
18,912,2.0
18,1067,3.5
18,1087,3.5
18,551,3.0
18,353,3.5
18,941,4.5
18,827,3.5
18,1154,3.5
18,268,3.0
18,230,4.0
18,1118,1.5
18,556,4.0
18,541,4.0
18,660,4.0
18,477,4.0
18,674,4.0
18,361,4.0
18,95,3.5
18,706,4.5
18,54,4.5
18,1038,4.0
18,1167,4.5
18,893,4.0
18,615,3.5
18,945,4.0
18,1059,3.5
18,509,1.0
18,1015,3.0
18,710,4.0
18,617,4.0
18,460,4.5
18,601,4.5
18,868,3.5
18,965,3.5
18,1019,4.0
18,503,4.5
18,360,3.5
18,242,4.5
18,1113,3.5
18,53,3.0
18,209,2.5
18,752,2.5
18,648,3.0
18,82,3.5
18,1079,4.0
18,979,4.5
18,224,3.5
18,919,4.0
18,78,4.5
18,574,4.5
18,544,4.0
18,476,2.5
18,107,3.5
18,220,4.0
18,593,3.5
18,447,4.0
18,332,4.0
18,20,4.0
18,19,4.0
18,931,3.5
18,879,2.5
18,162,3.5
18,507,3.0
18,867,3.5
18,388,3.5
18,474,4.5
18,193,3.5
18,740,3.5
18,42,3.5
18,412,4.0
18,655,4.0
18,630,4.5
18,786,3.5
18,761,4.0
18,15,4.0
18,883,3.5
18,1065,4.0
18,479,3.0
18,76,4.0
18,932,4.0
18,262,3.5
18,688,3.5
18,842,4.5
18,724,3.0
18,253,4.5
18,819,3.5
18,471,3.0
18,314,4.0
18,876,4.5
18,32,3.5
18,323,3.5
18,818,4.5
18,405,3.5
18,664,4.5
18,310,4.5
18,597,3.5
18,891,4.0
18,775,3.0
18,825,2.5
18,444,4.5
18,1100,4.0
18,996,3.0
18,1164,4.0
18,651,4.5
18,385,3.0
18,341,3.0
18,1111,3.5
18,1069,4.0
18,1082,3.5
18,875,4.0
18,478,4.5
18,493,3.0
18,675,4.5
18,559,4.0
18,147,3.5
18,329,3.5
18,984,3.5
18,678,4.0
18,494,3.0
18,228,4.0
18,467,3.0
18,481,3.0
18,951,4.0
18,1081,4.0
18,940,4.0
18,598,3.5
18,466,4.0
18,239,4.0
18,716,4.0
18,1077,3.5
18,535,3.5
18,572,2.5
18,1071,4.0
18,894,4.0
18,482,3.0
18,221,4.0
18,755,3.0
18,1020,4.0
18,215,3.5
18,171,4.0
18,392,4.0
18,72,3.5
18,248,4.0
18,517,3.5
18,123,4.0
19,442,4.0
19,851,3.5
19,318,4.0
19,606,3.0
19,1060,3.0
19,238,3.5
19,895,4.0
19,390,3.5
19,324,3.0
19,977,4.0
19,125,3.5
19,1014,4.0
19,206,4.5
19,104,3.5
19,869,4.0
19,277,3.5
19,1061,3.5
19,288,4.5
19,366,4.0
19,512,4.5
19,281,4.5
19,89,3.5
19,1013,4.0
19,704,4.5
19,866,4.5
19,929,3.5
19,555,4.0
19,519,3.5
19,321,4.0
19,1121,4.0
19,128,3.5
19,927,4.0
19,743,3.5
19,592,4.0
19,274,3.0
19,773,4.0
19,335,3.5
19,174,3.5
19,546,4.5
19,240,3.5
19,777,3.5
19,285,3.5
19,424,4.0
19,27,4.0
19,55,4.5
19,49,3.5
19,273,4.0
19,46,4.0
19,1106,4.0
19,969,4.5
19,650,4.5
19,986,4.0
19,344,3.5
19,408,3.5
19,582,3.0
19,726,4.0
19,644,3.5
19,508,3.5
19,177,3.0
19,808,3.5
19,133,4.0
19,217,4.0
19,657,4.0
19,905,3.5
19,933,4.5
19,568,3.0
19,214,4.5
19,172,4.5
19,184,4.0
19,201,3.0
19,904,3.0
19,1075,2.0
19,1051,2.0
19,649,1.0
19,465,3.0
19,406,2.0
19,1094,2.0
19,250,4.0
19,1177,4.0
19,257,3.0
19,1156,3.0
19,515,1.0
19,801,2.0
19,713,2.0
19,1016,2.0
19,925,2.0
19,491,2.0
19,57,2.0
19,958,1.0
19,1176,2.0
19,496,2.0
19,586,3.0
19,647,3.0
19,1125,1.0
19,694,2.0
19,1095,3.0
19,632,2.0
19,553,3.0
19,173,3.0
19,711,1.0
19,326,2.0
19,667,2.0
19,4,2.0
19,71,2.0
19,733,2.0
19,848,3.0
19,456,2.0
19,789,4.0
19,64,3.0
19,69,3.0
19,38,1.0
19,673,3.0
19,458,4.0
19,634,1.0
19,565,2.0
19,845,2.0
19,441,4.0
19,336,2.0
19,1084,1.0
19,686,2.0
19,844,2.0
19,301,2.0
19,397,3.0
19,1157,2.0
19,129,2.0
19,176,2.0
19,805,3.0
19,229,2.0
19,616,2.0
19,587,2.0
19,812,5.0
19,386,2.0
19,351,4.0
19,628,2.0
19,1074,3.0
19,70,2.0
19,210,4.0
19,1009,3.0
19,80,3.0
19,956,1.0
19,379,2.0
19,880,4.0
19,480,3.0
19,475,2.0
19,233,3.0
19,261,3.0
19,918,2.0
19,371,2.0
19,485,2.0
19,685,3.0
19,605,3.0
19,921,3.0
19,936,3.0
19,127,2.0
19,739,3.0
19,994,3.0
19,968,2.0
19,780,2.0
19,222,2.0
19,136,4.0
19,30,3.0
19,407,3.0
19,811,2.0
19,973,3.0
19,502,2.0
19,1162,2.0
19,661,2.0
19,531,2.0
19,860,2.0
19,293,3.0
19,939,2.0
19,521,2.0
19,428,3.0
19,26,2.0
19,699,1.0
19,183,3.0
19,97,1.0
19,370,4.0
19,28,2.0
19,765,3.0
19,1007,2.0
19,846,5.0
19,434,2.0
19,899,2.0
19,987,3.0
19,255,3.0
19,394,3.0
19,952,5.0
19,670,5.0
19,590,3.0
19,591,2.0
19,640,3.0
19,355,2.0
19,450,2.0
19,345,2.0
19,1063,1.0
19,374,3.0
19,309,2.0
19,1078,3.0
19,901,2.0
19,955,4.0
19,158,3.0
19,130,2.0
19,618,3.0
19,639,2.0
19,791,4.0
19,213,4.0
19,1178,3.0
19,14,2.0
19,999,3.0
19,997,2.0
19,741,4.0
19,140,3.0
19,163,1.0
19,77,4.0
19,717,2.0
19,643,2.0
19,312,3.0
19,892,1.0
19,850,4.0
19,404,2.0
19,1099,2.0
19,1050,2.0
19,705,4.0
19,854,1.0
19,1032,2.0
19,906,2.0
19,1052,2.0
19,135,1.0
19,1123,1.0
19,722,5.0
19,402,5.0
19,7,3.0
19,536,4.0
19,922,3.0
19,602,5.0
19,12,2.0
19,1070,3.0
19,364,3.0
19,833,3.0
19,1035,4.0
19,1066,4.0
19,749,2.0
19,926,2.0
19,887,3.0
19,150,3.0
19,246,3.0
19,748,2.0
19,1152,2.0
19,1002,2.0
19,419,1.0
19,954,1.0
19,269,3.0
19,1131,2.0
19,1136,3.0
19,642,2.0
19,387,4.0
19,759,3.0
19,1033,4.0
19,1153,2.0
19,368,4.0
19,607,3.0
19,143,2.0
19,365,5.0
19,1068,3.0
19,1120,3.0
19,981,3.0
19,37,4.0
19,256,2.0
19,306,4.0
19,557,4.0
19,1012,5.0
19,247,5.0
19,137,3.0
19,815,3.0
19,356,4.0
19,487,3.0
19,280,4.0
19,237,4.0
19,164,3.0
19,119,4.0
19,463,4.0
19,732,3.0
19,149,2.0
19,989,3.0
19,671,4.0
19,736,3.0
19,141,4.0
19,672,4.0
19,270,4.0
19,139,5.0
19,589,5.0
19,542,4.0
19,417,3.0
19,778,2.0
19,518,2.0
19,659,2.0
19,697,3.0
19,23,2.0
19,796,3.0
19,148,2.0
19,1112,2.0
19,278,2.0
19,886,3.0
19,695,3.0
19,90,1.0
19,776,3.0
19,448,5.0
19,881,1.0
19,1127,5.0
19,304,3.0
19,790,4.0
19,1076,3.0
19,1107,3.0
19,203,2.0
19,855,3.0
19,352,3.0
19,170,3.0
19,446,3.0
19,524,2.0
19,401,3.0
19,382,3.0
19,683,1.0
19,680,3.0
19,75,2.0
19,870,3.0
19,10,3.0
19,287,2.0
19,452,3.0
19,782,3.0
19,909,2.0
19,219,1.0
19,882,2.0
19,552,3.0
19,520,5.0
19,838,2.0
19,316,1.0
19,454,2.0
19,342,2.0
19,795,3.0
19,974,1.0
19,983,1.0
19,1041,4.0
19,575,3.0
19,225,4.0
19,372,2.0
19,66,3.0
19,1155,3.0
19,756,2.0
19,545,1.0
19,943,2.0
19,295,2.0
19,1170,2.0
19,435,2.0
19,1114,3.0
19,540,2.0
19,124,4.0
19,915,4.0
19,427,2.0
19,367,2.0
19,440,2.0
19,227,4.0
19,339,5.0
19,236,3.0
19,843,1.0
19,787,2.0
19,409,2.0
19,857,3.0
19,1096,3.0
19,594,2.0
19,347,1.0
19,511,3.0
19,798,3.0
19,118,2.0
19,1145,3.0
19,767,3.0
19,1072,2.0
19,584,3.0
19,340,2.0
19,179,3.0
19,108,2.0
19,1150,1.0
19,138,2.0
19,731,1.0
19,814,3.0
19,832,2.0
19,948,3.0
19,282,1.0
19,636,2.0
19,701,3.0
19,291,3.0
19,935,2.0
19,1174,2.0
19,708,1.0
19,768,1.0
19,271,2.0
19,251,2.0
19,302,2.0
19,36,2.0
19,852,2.0
19,985,2.0
19,763,2.0
19,729,2.0
19,878,3.0
19,822,3.0
19,527,2.0
19,696,2.0
19,451,3.0
19,87,2.0
19,1104,3.0
19,571,3.0
19,1159,4.0
19,1144,2.0
19,121,3.0
19,609,5.0
19,216,2.0
19,839,3.0
19,415,3.0
19,681,1.0
19,88,2.0
19,195,2.0
19,1056,3.0
19,700,3.0
19,835,2.0
19,802,3.0
19,358,3.0
19,874,3.0
19,200,4.0
19,122,2.0
19,254,3.0
19,1103,2.0
19,560,3.0
19,762,3.0
19,320,2.0
19,186,1.0
19,550,3.0
19,903,2.0
19,411,2.0
19,17,4.0
19,957,2.0
19,771,4.0
19,853,3.0
19,83,2.0
19,548,3.0
19,16,2.0
19,625,2.0
19,431,3.0
19,98,3.0
19,794,2.0
19,580,2.0
19,145,2.0
19,828,4.0
19,738,3.0
19,161,3.0
19,146,2.0
19,383,4.0
19,859,3.0
19,296,3.0
19,611,3.0
19,538,3.0
19,1101,3.0
19,964,3.0
19,120,3.0
19,357,2.0
19,624,3.0
19,166,3.0
19,1130,2.0
19,322,4.0
19,63,3.0
19,702,4.0
19,712,3.0
19,505,3.0
19,156,2.0
19,2,2.0
19,105,3.0
19,1129,3.0
19,432,3.0
19,914,2.0
19,438,2.0
19,1031,4.0
19,758,3.0
19,188,4.0
19,131,3.0
